search_key;kik_filename;kik_path;court_filename;court_path;normalized_position;match_status
2009UYII1132;2009.03.16_KIK_2009-UY.II-1132.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2009.03.16_KIK_2009-UY.II-1132.pdf;2014.06.04_IDARE_2014_MK-283.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.04_IDARE_2014_MK-283.pdf;873;EXACT_FILENAME_KEY_MATCH
2013UHII5018;2013.12.30_KIK_2013-UH.II-5018.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2013.12.30_KIK_2013-UH.II-5018.pdf;2014.06.04_IDARE_2014_MK-284.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.04_IDARE_2014_MK-284.pdf;180;EXACT_FILENAME_KEY_MATCH
2013UHII4562;2013.12.04_KIK_2013-UH.II-4562.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2013.12.04_KIK_2013-UH.II-4562.pdf;2014.06.04_IDARE_2014_MK-285.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.04_IDARE_2014_MK-285.pdf;345;EXACT_FILENAME_KEY_MATCH
2011UHII21;2011.01.03_KIK_2011-UH.II-21.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2011.01.03_KIK_2011-UH.II-21.pdf;2014.06.04_IDARE_2014_MK-286.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.04_IDARE_2014_MK-286.pdf;264;EXACT_FILENAME_KEY_MATCH
2011UHII212;2011.01.13_KIK_2011-UH.II-212.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2011.01.13_KIK_2011-UH.II-212.pdf;2014.06.04_IDARE_2014_MK-286.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.04_IDARE_2014_MK-286.pdf;264;EXACT_FILENAME_KEY_MATCH
2011UHII4198;2011.12.19_KIK_2011-UH.II-4198.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2011.12.19_KIK_2011-UH.II-4198.pdf;2014.06.04_IDARE_2014_MK-287.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.04_IDARE_2014_MK-287.pdf;246;EXACT_FILENAME_KEY_MATCH
2014UHIII3;2014.01.02_KIK_2014-UH.III-3.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2014.01.02_KIK_2014-UH.III-3.pdf;2014.06.04_IDARE_2014_MK-288.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.04_IDARE_2014_MK-288.pdf;264;EXACT_FILENAME_KEY_MATCH
2014UHIII350;2014.01.16_KIK_2014-UH.III-350.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2014.01.16_KIK_2014-UH.III-350.pdf;2014.06.04_IDARE_2014_MK-288.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.04_IDARE_2014_MK-288.pdf;264;EXACT_FILENAME_KEY_MATCH
2012UYIII3194;2012.08.08_KIK_2012-UY.III-3194.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2012.08.08_KIK_2012-UY.III-3194.pdf;2014.06.04_IDARE_2014_MK-290.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.04_IDARE_2014_MK-290.pdf;2863;EXACT_FILENAME_KEY_MATCH
2012UYIII3722;2012.09.19_KIK_2012-UY.III-3722.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2012.09.19_KIK_2012-UY.III-3722.pdf;2014.06.04_IDARE_2014_MK-290.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.04_IDARE_2014_MK-290.pdf;273;EXACT_FILENAME_KEY_MATCH
2014UHIII7;2014.01.02_KIK_2014-UH.III-7.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2014.01.02_KIK_2014-UH.III-7.pdf;2014.06.04_IDARE_2014_MK-291.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.04_IDARE_2014_MK-291.pdf;262;EXACT_FILENAME_KEY_MATCH
2014UHIII756;2014.02.06_KIK_2014-UH.III-756.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2014.02.06_KIK_2014-UH.III-756.pdf;2014.06.04_IDARE_2014_MK-291.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.04_IDARE_2014_MK-291.pdf;262;EXACT_FILENAME_KEY_MATCH
2013UMIII3984;2013.10.11_KIK_2013-UM.III-3984.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2013.10.11_KIK_2013-UM.III-3984.pdf;2014.06.04_IDARE_2014_MK-292.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.04_IDARE_2014_MK-292.pdf;254;EXACT_FILENAME_KEY_MATCH
2014UHIII1;2014.01.02_KIK_2014-UH.III-1.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2014.01.02_KIK_2014-UH.III-1.pdf;2014.06.04_IDARE_2014_MK-293.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.04_IDARE_2014_MK-293.pdf;249;EXACT_FILENAME_KEY_MATCH
2014UHIII1282;2014.03.12_KIK_2014-UH.III-1282.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2014.03.12_KIK_2014-UH.III-1282.pdf;2014.06.04_IDARE_2014_MK-293.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.04_IDARE_2014_MK-293.pdf;249;EXACT_FILENAME_KEY_MATCH
2008UHZ3;2008.01.07_KIK_2008-UH.Z-3.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2008.01.07_KIK_2008-UH.Z-3.pdf;2014.06.04_IDARE_2014_MK-294.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.04_IDARE_2014_MK-294.pdf;254;EXACT_FILENAME_KEY_MATCH
2008UHZ33;2008.01.07_KIK_2008-UH.Z-33.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2008.01.07_KIK_2008-UH.Z-33.pdf;2014.06.04_IDARE_2014_MK-294.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.04_IDARE_2014_MK-294.pdf;254;EXACT_FILENAME_KEY_MATCH
2013UHIV3103;2013.07.26_KIK_2013-UH.IV-3103.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2013.07.26_KIK_2013-UH.IV-3103.pdf;2014.06.04_IDARE_2014_MK-295.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.04_IDARE_2014_MK-295.pdf;215;EXACT_FILENAME_KEY_MATCH
2013UYIV5028;2013.12.30_KIK_2013-UY.IV-5028.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2013.12.30_KIK_2013-UY.IV-5028.pdf;2014.06.04_IDARE_2014_MK-296.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.04_IDARE_2014_MK-296.pdf;234;EXACT_FILENAME_KEY_MATCH
2012UHII504;2012.01.23_KIK_2012-UH.II-504.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2012.01.23_KIK_2012-UH.II-504.pdf;2014.06.11_IDARE_2014_MK-297.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.11_IDARE_2014_MK-297.pdf;268;EXACT_FILENAME_KEY_MATCH
2012UHII5042;2012.12.27_KIK_2012-UH.II-5042.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2012.12.27_KIK_2012-UH.II-5042.pdf;2014.06.11_IDARE_2014_MK-297.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.11_IDARE_2014_MK-297.pdf;268;EXACT_FILENAME_KEY_MATCH
2014UHII16;2014.01.02_KIK_2014-UH.II-16.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2014.01.02_KIK_2014-UH.II-16.pdf;2014.06.11_IDARE_2014_MK-298.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.11_IDARE_2014_MK-298.pdf;244;EXACT_FILENAME_KEY_MATCH
2014UYII709;2014.02.03_KIK_2014-UY.II-709.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2014.02.03_KIK_2014-UY.II-709.pdf;2014.06.11_IDARE_2014_MK-299.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.11_IDARE_2014_MK-299.pdf;258;EXACT_FILENAME_KEY_MATCH
2014UHII368;2014.01.20_KIK_2014-UH.II-368.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2014.01.20_KIK_2014-UH.II-368.pdf;2014.06.11_IDARE_2014_MK-300.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.11_IDARE_2014_MK-300.pdf;238;EXACT_FILENAME_KEY_MATCH
2013UHIII4537;2013.12.04_KIK_2013-UH.III-4537.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2013.12.04_KIK_2013-UH.III-4537.pdf;2014.06.11_IDARE_2014_MK-301.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.11_IDARE_2014_MK-301.pdf;252;EXACT_FILENAME_KEY_MATCH
2014UHIII3;2014.01.02_KIK_2014-UH.III-3.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2014.01.02_KIK_2014-UH.III-3.pdf;2014.06.11_IDARE_2014_MK-302.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.11_IDARE_2014_MK-302.pdf;258;EXACT_FILENAME_KEY_MATCH
2014UHIII343;2014.01.16_KIK_2014-UH.III-343.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2014.01.16_KIK_2014-UH.III-343.pdf;2014.06.11_IDARE_2014_MK-302.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.11_IDARE_2014_MK-302.pdf;258;EXACT_FILENAME_KEY_MATCH
2013UYIII2721;2013.07.03_KIK_2013-UY.III-2721.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2013.07.03_KIK_2013-UY.III-2721.pdf;2014.06.11_IDARE_2014_MK-303.1.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.11_IDARE_2014_MK-303.1.pdf;227;EXACT_FILENAME_KEY_MATCH
2013UYIII3754;2013.09.23_KIK_2013-UY.III-3754.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2013.09.23_KIK_2013-UY.III-3754.pdf;2014.06.11_IDARE_2014_MK-304.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.11_IDARE_2014_MK-304.pdf;2652;EXACT_FILENAME_KEY_MATCH
2013UYIII3891;2013.10.09_KIK_2013-UY.III-3891.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2013.10.09_KIK_2013-UY.III-3891.pdf;2014.06.11_IDARE_2014_MK-304.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.11_IDARE_2014_MK-304.pdf;312;EXACT_FILENAME_KEY_MATCH
2014UYIII1465;2014.03.19_KIK_2014-UY.III-1465.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2014.03.19_KIK_2014-UY.III-1465.pdf;2014.06.11_IDARE_2014_MK-305.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.11_IDARE_2014_MK-305.pdf;246;EXACT_FILENAME_KEY_MATCH
2013UHIII496;2013.01.24_KIK_2013-UH.III-496.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2013.01.24_KIK_2013-UH.III-496.pdf;2014.06.11_IDARE_2014_MK-306.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.11_IDARE_2014_MK-306.pdf;235;EXACT_FILENAME_KEY_MATCH
2013UHI4761;2013.12.16_KIK_2013-UH.I-4761.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2013.12.16_KIK_2013-UH.I-4761.pdf;2014.06.11_IDARE_2014_MK-307.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.11_IDARE_2014_MK-307.pdf;271;EXACT_FILENAME_KEY_MATCH
2014UHI150;2014.01.09_KIK_2014-UH.I-150.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2014.01.09_KIK_2014-UH.I-150.pdf;2014.06.11_IDARE_2014_MK-308.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.11_IDARE_2014_MK-308.pdf;239;EXACT_FILENAME_KEY_MATCH
2014UHI1502;2014.03.25_KIK_2014-UH.I-1502.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2014.03.25_KIK_2014-UH.I-1502.pdf;2014.06.11_IDARE_2014_MK-308.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.11_IDARE_2014_MK-308.pdf;239;EXACT_FILENAME_KEY_MATCH
2012UHIV5071;2012.12.27_KIK_2012-UH.IV-5071.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2012.12.27_KIK_2012-UH.IV-5071.pdf;2014.06.11_IDARE_2014_MK-309.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.11_IDARE_2014_MK-309.pdf;330;EXACT_FILENAME_KEY_MATCH
2012UMIII2165;2012.05.21_KIK_2012-UM.III-2165.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2012.05.21_KIK_2012-UM.III-2165.pdf;2014.06.18_IDARE_2014_MK-310.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.18_IDARE_2014_MK-310.pdf;2466;EXACT_FILENAME_KEY_MATCH
2012UMIII4042;2012.10.22_KIK_2012-UM.III-4042.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2012.10.22_KIK_2012-UM.III-4042.pdf;2014.06.18_IDARE_2014_MK-310.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.18_IDARE_2014_MK-310.pdf;265;EXACT_FILENAME_KEY_MATCH
2014UHIII4;2014.01.02_KIK_2014-UH.III-4.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2014.01.02_KIK_2014-UH.III-4.pdf;2014.06.18_IDARE_2014_MK-311.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.18_IDARE_2014_MK-311.pdf;302;EXACT_FILENAME_KEY_MATCH
2014UHIII416;2014.01.20_KIK_2014-UH.III-416.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2014.01.20_KIK_2014-UH.III-416.pdf;2014.06.18_IDARE_2014_MK-311.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.18_IDARE_2014_MK-311.pdf;302;EXACT_FILENAME_KEY_MATCH
2013UHIII499;2013.01.24_KIK_2013-UH.III-499.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2013.01.24_KIK_2013-UH.III-499.pdf;2014.06.18_IDARE_2014_MK-312.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.18_IDARE_2014_MK-312.pdf;213;EXACT_FILENAME_KEY_MATCH
2013UHIII4990;2013.12.30_KIK_2013-UH.III-4990.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2013.12.30_KIK_2013-UH.III-4990.pdf;2014.06.18_IDARE_2014_MK-312.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.18_IDARE_2014_MK-312.pdf;213;EXACT_FILENAME_KEY_MATCH
2013UHIII4106;2013.10.31_KIK_2013-UH.III-4106.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2013.10.31_KIK_2013-UH.III-4106.pdf;2014.06.18_IDARE_2014_MK-313.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.18_IDARE_2014_MK-313.pdf;223;EXACT_FILENAME_KEY_MATCH
2007UHZ108;2007.01.15_KIK_2007-UH.Z-108.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2007.01.15_KIK_2007-UH.Z-108.pdf;2014.06.18_IDARE_2014_MK-314.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.18_IDARE_2014_MK-314.pdf;233;EXACT_FILENAME_KEY_MATCH
2007UHZ1088;2007.03.22_KIK_2007-UH.Z-1088.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2007.03.22_KIK_2007-UH.Z-1088.pdf;2014.06.18_IDARE_2014_MK-314.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.18_IDARE_2014_MK-314.pdf;233;EXACT_FILENAME_KEY_MATCH
2014UHIII9;2014.01.02_KIK_2014-UH.III-9.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2014.01.02_KIK_2014-UH.III-9.pdf;2014.06.18_IDARE_2014_MK-315.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.18_IDARE_2014_MK-315.pdf;213;EXACT_FILENAME_KEY_MATCH
2014UHIII955;2014.02.13_KIK_2014-UH.III-955.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2014.02.13_KIK_2014-UH.III-955.pdf;2014.06.18_IDARE_2014_MK-315.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.18_IDARE_2014_MK-315.pdf;213;EXACT_FILENAME_KEY_MATCH
2013UHIII3246;2013.08.13_KIK_2013-UH.III-3246.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2013.08.13_KIK_2013-UH.III-3246.pdf;2014.06.18_IDARE_2014_MK-316.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.18_IDARE_2014_MK-316.pdf;271;EXACT_FILENAME_KEY_MATCH
2013UHIII4708;2013.12.11_KIK_2013-UH.III-4708.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2013.12.11_KIK_2013-UH.III-4708.pdf;2014.06.18_IDARE_2014_MK-317.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.18_IDARE_2014_MK-317.pdf;295;EXACT_FILENAME_KEY_MATCH
2014UHIII1;2014.01.02_KIK_2014-UH.III-1.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\KIK\01_KIK_Uyusmazlik_Kararlari\2014.01.02_KIK_2014-UH.III-1.pdf;2014.06.18_IDARE_2014_MK-318.pdf;C:\Users\MSI\Desktop\kik_proje\kaynak_veriler\1_IHALE_HUKUKU_IDARI_YARGI\Idare_Mahkemesi\2014.06.18_IDARE_2014_MK-318.pdf;258;EXACT_FILENAME_KEY_MATCH
